Construction year,Covered parking spaces,Outdoor parking spaces,Living area,Living room,Dining room,Kitchen type,Bedrooms,Dressing room,Bathrooms,Toilets,Office,Furnished,TV cable,Surface of the plot,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,"Gas, water & electricity",Garden,Garden orientation,Terrace,price,zipcode,Available as of,Available date,Neighbourhood or locality,Floor,Number of floors,Building condition,Number of frontages,Surroundings type,Living room surface,Kitchen surface,Bedroom 1 surface,Bedroom 2 surface,Basement,Terrace surface,Bedroom 3 surface,Armored door,Office surface,Street frontage width,Shower rooms,Primary energy consumption,Energy class,Unnamed: 47,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Planning permission obtained,Extra information,Virtual visit,Elevator,Accessible for disabled people,Intercom,Swimming pool,Tenement building,Address,Website,Flood zone type,Attic,Width of the lot on the street,Property name,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Bedroom 4 surface,Professional space surface,Garden surface,How many fireplaces?,Basement surface,Attic surface,Bedroom 5 surface,Visio phone,Laundry room,Professional space,As built plan,Heating type,Double glazing,Obligation to build,Terrace orientation,Number of annexes,Secure access / alarm,Jacuzzi,Sauna,External reference,Total ground floor buildable,Isolated,Caretaker,Air conditioning,Internet
Yes,No,After signing the deed,14,Urban,4.8 m,2,,13,Installed,8,10,12,1,10,Yes,No,No,No,64,No,Yes,No,No,"€269,000",1200,Not specified,Not specified,Yes,No,Non flood zone,After signing the deed,September 1 2022 - 12:00 AM,1976,To be done up,"Living area (residential, urban or rural)",81,29,2,1,Semi equipped,13,14,No,3,,Tour & Taxis - Havenlaan 86c 106c,Connected,,D1000-22070-NBW-L,To be defined,Not specified,After signing the deed,14,Yes,No,Yes,No,Not specified,Not specified,Not specified,Not specified,1,90,Yes,Not specified,Not specified,Not specified,20,12,Yes,26,13,Yes,10,No,Not specified,1,Yes,To be defined,Not specified,Bruxelles Sud et Centre,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
Yes,No,After signing the deed,14,Urban,4.8 m,2,,13,Installed,8,10,12,1,10,Yes,No,No,No,64,No,Yes,No,No,"€269,000",2290,1,Yes,Yes,No,Non flood zone,After signing the deed,September 1 2022 - 12:00 AM,1976,To be done up,"Living area (residential, urban or rural)",81,29,2,1,Semi equipped,13,14,No,3,No,Yes,Connected,8,At delivery,September 30 2022 - 12:00 AM,Not specified,After signing the deed,14,Yes,No,Yes,No,Not specified,Not specified,Not specified,Not specified,1,90,Yes,Not specified,Not specified,Not specified,20,12,Yes,26,13,Yes,10,No,Not specified,1,Yes,To be defined,Not specified,Bruxelles Sud et Centre,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
Yes,No,After signing the deed,14,Urban,4.8 m,2,,13,Installed,8,10,12,1,10,Yes,No,No,No,64,No,Yes,No,No,"€269,000",7000,Not specified,Yes,Yes,No,Non flood zone,After signing the deed,September 1 2022 - 12:00 AM,1976,To be done up,"Living area (residential, urban or rural)",81,29,2,1,Semi equipped,13,14,No,3,No,No,Connected,At delivery,Hainaut,53,Not specified,After signing the deed,14,Yes,No,Yes,No,Not specified,Not specified,Not specified,Not specified,1,90,Yes,Not specified,Not specified,Not specified,20,12,Yes,26,13,Yes,10,No,Not specified,1,Yes,To be defined,Not specified,Bruxelles Sud et Centre,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
Not specified,No,After signing the deed,1937,Urban,4.8 m,5 m,4,13,24,Installed,10,3,12,20,Yes,No,No,No,1,Yes,Yes,No,No,"€269,000",9600,Not specified,Not specified,Yes,No,Non flood zone,Not specified,,July 1 2022 - 12:00 AM,Good,3,Isolated,152,2,Yes,Semi equipped,13,14,No,3,No,No,Connected,At delivery,Hainaut,53,Not specified,After signing the deed,14,Yes,No,Yes,No,Not specified,Not specified,Not specified,Not specified,12,1,Yes,Not specified,Not specified,Not specified,20,12,No,26,13,Yes,10,No,Not specified,1,Yes,To be defined,Not specified,Bruxelles Sud et Centre,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
Connected,After signing the deed,Zone Centre Province du Luxembourg,To renovate,Urban,4.8 m,4,1,13,20,4,10,13,16,26,Yes,No,No,No,2,54,Yes,No,No,"€269,500",6800,482,Not specified,,No,Non flood zone,Yes,15,1975,13.6 m,1,Urban,165,2,Yes,39,13,14,315,3,No,No,Connected,At delivery,Hainaut,53,Not specified,After signing the deed,14,Yes,No,Yes,No,Not specified,Not specified,Not specified,Not specified,12,1,Yes,Not specified,Not specified,Not specified,Not installed,12,No,26,16,Yes,10,No,Not specified,1,Yes,To be defined,Not specified,Bruxelles Sud et Centre,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
,After signing the deed,Zone Centre Province du Luxembourg,2013,Urban,4.8 m,3,As new,13,Urban,25,10,Hyper equipped,16,26,Yes,No,No,No,2,54,Yes,No,No,"€270,000",1050,929,Not specified,,Connected,No,820,40,Depending on the tenant,2,1,2,165,2,Yes,39,13,14,315,49,No,No,Connected,At delivery,Hainaut,53,Not specified,After signing the deed,14,1,13,Yes,1,Not specified,Not specified,Not specified,Not specified,12,1,Yes,Not specified,Not specified,Not specified,Not installed,12,No,26,16,Yes,10,1,Not specified,1,Yes,To be defined,Not specified,Bruxelles Sud et Centre,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
Yes,After signing the deed,January 1 2022 - 12:00 AM,As new,Urban,4.8 m,2,7,13,Hyper equipped,3,12,15,1,1,Yes,No,No,No,20,Yes,Yes,No,No,Make,6040,1,Yes,,Connected,No,Yes,No,1975,12 m,2,Isolated,220,2,Yes,70,13,11,Yes,24,No,No,Connected,At delivery,Hainaut,53,Not specified,After signing the deed,14,1,13,Yes,1,Not specified,Not specified,Not specified,Not specified,12,2,Yes,Not specified,Not specified,Not specified,Not installed,12,No,26,16,Yes,10,1,Not specified,1,Yes,To be defined,Not specified,Bruxelles Sud et Centre,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
Yes,After signing the deed,January 1 2022 - 12:00 AM,As new,Urban,4.8 m,2,7,13,Hyper equipped,3,12,15,1,1,Yes,No,No,No,20,Yes,Yes,No,No,"€271,500",1755,1,Yes,,Connected,No,Yes,No,1975,12 m,2,Isolated,220,2,Yes,70,13,11,Yes,24,1000,,Connected,Connected,No,50,60,After signing the deed,14,1,13,Yes,1,Not specified,Not specified,Not specified,Not specified,12,2,Yes,Not specified,Not specified,Not specified,Not installed,12,No,26,16,Yes,10,1,Not specified,1,Yes,To be defined,Not specified,Bruxelles Sud et Centre,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
Yes,After signing the deed,January 1 2022 - 12:00 AM,As new,Urban,4.8 m,2,7,13,Hyper equipped,3,12,15,1,1,Yes,No,No,No,20,Yes,Yes,No,No,"€271,600",1300,Not specified,Not specified,Not specified,Connected,No,Yes,No,1975,12 m,2,Isolated,220,2,Yes,70,13,11,Yes,24,Not specified,Yes,Connected,No,,At delivery,60,After signing the deed,14,1,13,Yes,1,December 31 2021 - 12:00 AM,Not specified,Not specified,Not specified,12,2,Yes,Not specified,Not specified,Not specified,Not installed,12,No,26,16,Yes,10,1,Not specified,1,Yes,To be defined,Not specified,Bruxelles Sud et Centre,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
Not specified,After signing the deed,January 1 2022 - 12:00 AM,Not specified,Urban,4.8 m,,1932,13,17,Installed,12,3,1,12,Yes,No,No,No,20,Yes,Yes,9,No,"€275,000",3300,Brabant wallon,Not specified,Not specified,Connected,No,Not specified,Not specified,1975,No,After signing the deed,Just renovated,9 m,12,1,2,13,11,Not specified,24,Not specified,Yes,Connected,No,,At delivery,60,After signing the deed,14,1,13,Yes,1,December 31 2021 - 12:00 AM,Not specified,Not specified,Not specified,12,11,Yes,Not specified,Not specified,Not specified,112,12,9,26,16,Yes,10,1,Not specified,1,Yes,To be defined,Not specified,Bruxelles Sud et Centre,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
No,South,16,1982,Urban,4.8 m,4,2,13,120,38,12,Installed,1,13,Yes,No,No,No,20,16,Yes,1,No,"€275,000",5140,1,Yes,Not specified,Connected,No,195,130,After signing the deed,To be done up,3,"Living area (residential, urban or rural)",,1,2,2,13,11,,24,Not specified,Yes,Connected,No,,At delivery,60,After signing the deed,October 14 2022 - 12:00 AM,1,13,Yes,1,December 31 2021 - 12:00 AM,Not specified,Not specified,Not specified,12,2,Yes,Not specified,Not specified,Not specified,112,12,15,9 m,16,Yes,10,1,Not specified,1,Yes,To be defined,Not specified,Bruxelles Sud et Centre,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
No,South,16,1982,Urban,4.8 m,4,2,13,120,38,12,Installed,1,13,Yes,No,No,No,20,16,Yes,1,No,"€275,000",8210,1,Yes,Not specified,Connected,No,195,130,After signing the deed,To be done up,3,"Living area (residential, urban or rural)",,1,2,2,13,11,,24,Yes,No,Connected,528,,Yes,60,After signing the deed,October 14 2022 - 12:00 AM,1,13,Yes,1,200,South,15,Not specified,12,2,Yes,Not specified,Not specified,Not specified,112,12,15,9 m,16,Yes,10,1,Not specified,1,Yes,To be defined,Not specified,Bruxelles Sud et Centre,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
No,South,16,1982,Urban,4.8 m,4,2,13,120,38,12,Installed,1,13,Yes,No,No,No,20,16,Yes,1,No,"€275,200",8370,1,Yes,Not specified,Connected,No,195,130,After signing the deed,To be done up,3,"Living area (residential, urban or rural)",,1,2,2,13,11,,24,Not specified,Not specified,Connected,Not specified,Not specified,No,,After signing the deed,October 14 2022 - 12:00 AM,1,13,Yes,1,Not specified,South,15,Not specified,12,2,Yes,Vlamingstraat 62,,D8000-NBW-A1509,112,12,15,9 m,16,Yes,10,1,Not specified,1,Yes,To be defined,Not specified,Bruxelles Sud et Centre,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
No,South,16,1982,Urban,4.8 m,4,2,13,120,38,12,Installed,1,13,Yes,No,No,No,20,16,Yes,1,No,"€276,000",2500,Not specified,Yes,Not specified,Connected,No,195,130,After signing the deed,To be done up,3,"Living area (residential, urban or rural)",,1,2,2,13,11,,24,Not specified,Not specified,Connected,Not specified,Yes,No,No,After signing the deed,October 14 2022 - 12:00 AM,1,13,Yes,1,Not specified,South,15,Not specified,12,2,Yes,No,No,,112,12,15,9 m,16,Yes,10,1,Not specified,1,Yes,To be defined,Not specified,Bruxelles Sud et Centre,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
No,South,16,1982,Urban,4.8 m,4,2,13,120,38,12,Installed,1,13,Yes,No,No,No,20,16,Yes,1,No,"€279,000",2830,Not specified,Yes,Not specified,Connected,No,195,130,After signing the deed,To be done up,3,"Living area (residential, urban or rural)",,1,2,2,13,11,,24,At delivery,Not specified,Connected,Not specified,Not specified,Not specified,Not specified,After signing the deed,October 14 2022 - 12:00 AM,1,13,Yes,1,No,South,15,Not specified,12,2,Yes,No,Yes,Yes,112,12,15,9 m,16,Yes,10,1,Not specified,1,Yes,To be defined,Not specified,Bruxelles Sud et Centre,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
No,South,16,1982,Urban,4.8 m,4,2,13,120,38,12,Installed,1,13,Yes,No,No,No,20,16,Yes,1,No,"€279,000",2860,No,Yes,Not specified,Connected,No,195,130,After signing the deed,To be done up,3,"Living area (residential, urban or rural)",,1,2,2,13,11,,24,Not specified,Not specified,Connected,Not specified,Not specified,Not specified,Not specified,After signing the deed,October 14 2022 - 12:00 AM,1,13,Yes,1,Yes,South,15,Not specified,12,2,Yes,No,Yes,Yes,112,12,15,9 m,16,Yes,10,1,Not specified,1,Yes,To be defined,Not specified,Bruxelles Sud et Centre,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
,South,16,Not specified,Urban,,Depending on the tenant,Liège environs,13,,20,Yes,14,5,17,Yes,No,No,No,11,9,Yes,1,No,Make,4000,Yes,No,No,Connected,No,To be defined,Not specified,Not specified,No,May 31 2022 - 12:00 AM,1930,Good,Installed,2,6 m,13,11,Not specified,237,Not specified,Not specified,Connected,Not specified,Not specified,Not specified,Not specified,After signing the deed,Not specified,1,13,Yes,1,Yes,South,15,Not specified,12,15,Yes,No,Yes,Yes,2,12,8,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,Bruxelles Sud et Centre,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
4,Yes,283,Yes,Urban,After signing the deed,June 15 2022 - 12:00 AM,To be done up,13,Isolated,163,Yes,19,18,13,Yes,No,No,No,1,1,Yes,1,No,Make,4680,3,3,No,Connected,No,Yes,No,,117,1976,19 m,4,16,11,2,13,15,Yes,,Not specified,Not specified,Connected,Not specified,Not specified,Not specified,Not specified,After signing the deed,Connected,1,13,Yes,1,Yes,South,15,Not specified,4,11,Yes,No,Yes,Yes,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,Bruxelles Sud et Centre,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
4,Yes,283,Yes,Urban,After signing the deed,June 15 2022 - 12:00 AM,To be done up,13,Isolated,163,Yes,19,18,13,Yes,No,No,No,1,1,Yes,1,No,"€279,500",1831,3,3,No,Connected,No,Yes,No,,117,1976,19 m,4,16,11,2,13,15,Yes,,Yes,31,Connected,Yes,Yes,No,Yes,After signing the deed,Connected,1,13,Yes,1,1900,South,15,Not specified,4,11,Yes,,Connected,No,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,2335,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
Not specified,Yes,283,No,Urban,After signing the deed,After signing the deed,Pagodes,13,4,As new,Yes,1,18,13,Yes,No,No,No,1,1,Yes,1,No,"€280,000",1120,34,Not specified,Not specified,Not specified,Not specified,Yes,No,Yes,,June 1 2022 - 12:00 AM,1970,3,2,"Living area (residential, urban or rural)",2,13,15,Yes,,Yes,31,Connected,Yes,Yes,No,Yes,After signing the deed,No,1,13,Yes,1,1900,South,15,Not specified,4,11,Yes,,Connected,No,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,2335,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
Installed,Yes,283,1,Urban,After signing the deed,No,After signing the deed,13,2012,1,Yes,As new,18,13,Yes,No,No,No,1,1,Yes,1,Urban,"€280,000",1831,,100,35,9,2,16,12,1,Yes,2,June 1 2022 - 12:00 AM,Vlaams-Brabant Noorden,3,"Living area (residential, urban or rural)",2,2,15,Yes,,Yes,31,Connected,Yes,Yes,No,Yes,After signing the deed,No,1,13,Yes,1,1900,South,15,Not specified,4,11,Yes,,Connected,No,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,2335,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
24,9,1,1,Urban,After signing the deed,Yes,No,13,Yes,Yes,Yes,January 16 2023 - 12:00 AM,18,13,Yes,No,No,No,1,1,Yes,1,2018,"€280,000",6792,,91,35,Hyper equipped,8,2,12,1,Yes,2,June 1 2022 - 12:00 AM,Vlaams-Brabant Noorden,3,"Living area (residential, urban or rural)",2,2,15,Yes,,Yes,31,Connected,Yes,Yes,No,Yes,After signing the deed,No,1,13,Yes,1,1900,South,15,Not specified,4,11,Yes,,Connected,No,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,2335,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
24,9,1,1,Urban,After signing the deed,Yes,No,13,Yes,Yes,Yes,January 16 2023 - 12:00 AM,18,13,Yes,No,No,No,1,1,Yes,1,2018,"€280,000",8400,,91,35,Hyper equipped,8,2,12,1,Yes,2,June 1 2022 - 12:00 AM,Vlaams-Brabant Noorden,3,"Living area (residential, urban or rural)",2,2,15,Yes,,2,3,Connected,Good,2,1,1,After signing the deed,No,1,13,Yes,1,1,South,15,1,4,11,Yes,107,Installed,2,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,2335,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
24,9,1,1,Urban,After signing the deed,Yes,No,13,Yes,Yes,Yes,January 16 2023 - 12:00 AM,18,13,Yes,No,No,No,1,1,Yes,1,2018,"€280,000",8470,No,91,35,Hyper equipped,8,2,12,1,Yes,2,June 1 2022 - 12:00 AM,Vlaams-Brabant Noorden,3,"Living area (residential, urban or rural)",2,2,15,Yes,,Yes,Not specified,Connected,Not specified,Not specified,Not specified,Not specified,After signing the deed,No,1,13,Yes,1,1,South,15,Yes,4,11,Yes,107,Installed,2,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,2335,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
24,9,1,1,Urban,After signing the deed,Yes,No,13,Yes,Yes,Yes,January 16 2023 - 12:00 AM,18,13,Yes,No,No,No,1,1,Yes,1,2018,"€281,300",3920,No,91,35,Hyper equipped,8,2,12,1,Yes,2,June 1 2022 - 12:00 AM,Vlaams-Brabant Noorden,3,"Living area (residential, urban or rural)",2,2,15,Yes,,No,No,Connected,No,Non flood zone,No,Not specified,After signing the deed,No,1,13,Yes,1,,To be defined,15,Yes,4,11,Yes,107,Installed,2,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,2335,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
24,9,Not specified,1,Urban,After signing the deed,Yes,No,13,Yes,Yes,Yes,January 16 2023 - 12:00 AM,18,13,Yes,No,No,No,1,1,Yes,1,2018,"€284,000",5170,Not specified,91,Not specified,Hyper equipped,8,2,12,1,Yes,2,June 1 2022 - 12:00 AM,Vlaams-Brabant Noorden,3,"Living area (residential, urban or rural)",2,2,15,Yes,,Not specified,Not specified,Yes,Non flood zone,Not specified,Not specified,Not specified,After signing the deed,No,1,13,Yes,1,EPB in aanvraag,To be defined,15,Yes,4,11,Yes,107,Installed,2,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,2335,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
24,9,Not specified,1,Urban,After signing the deed,Yes,No,13,Yes,Yes,Yes,January 16 2023 - 12:00 AM,18,13,Yes,No,No,No,1,1,Yes,1,2018,"€284,000",9052,Not specified,91,Not specified,Hyper equipped,8,2,12,1,Yes,2,June 1 2022 - 12:00 AM,Vlaams-Brabant Noorden,3,"Living area (residential, urban or rural)",2,2,15,Yes,,Not specified,Not specified,Yes,No,,Koning Albertlaan 13,After signing the deed,After signing the deed,No,1,13,Yes,1,A+,To be defined,15,1,4,11,Yes,107,Installed,1,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,Namur,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
Not specified,9,Not specified,Not specified,Urban,After signing the deed,Yes,No,13,,After signing the deed,Yes,Brussels Square,18,13,Yes,No,No,No,1,1,Yes,1,2018,"€285,000",1000,1,91,Not specified,No,,Not specified,Not specified,1,Not specified,No,Non flood zone,No,3,2014,2,2,15,Not specified,,Not specified,Not specified,Yes,No,,Koning Albertlaan 13,After signing the deed,After signing the deed,No,1,13,Yes,1,A+,To be defined,15,1,4,11,18 kg CO₂/m²,107,Installed,1,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,Namur,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
7,2,67,27,Urban,After signing the deed,Yes,USA hyper equipped,13,4,After signing the deed,2,Brussels Square,8,2,Yes,No,No,No,2,1,Yes,1,Yes,"€365,000",1330,5,91,Not specified,No,,Good,7 m,1,Not specified,No,Non flood zone,No,3,2014,2,2,15,Not specified,,Not specified,Not specified,Yes,No,,Koning Albertlaan 13,After signing the deed,After signing the deed,No,1,13,Yes,1,A+,To be defined,15,1,13,11,18 kg CO₂/m²,107,Installed,1,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,Namur,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
10,To renovate,67,1,Urban,After signing the deed,99,1,13,460,Yes,2,1955,8,To be done up,Yes,No,No,No,2,1,Yes,1,Yes,"€389,000",3500,5,91,Not specified,No,,After signing the deed,1977,4,1,2,No,Yes,3,Urban,Yes,2,15,Not specified,Connected,Not specified,Not specified,Yes,No,,Koning Albertlaan 13,After signing the deed,After signing the deed,No,1,13,Yes,1,A+,To be defined,15,1,13,3,18 kg CO₂/m²,107,Installed,1,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,Namur,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
150,3,67,14,Urban,1,1,No,13,5,1958,2,17 m,8,4,Yes,No,No,No,2,Countryside,Yes,1,Yes,"€199,000",3740,5,91,Not specified,No,,32,9,14,10,1,748,,To renovate,Urban,Yes,2,15,Semi equipped,Connected,Not specified,Not specified,Yes,No,,Koning Albertlaan 13,After signing the deed,After signing the deed,No,1,13,Yes,1,A+,To be defined,15,1,13,1,18 kg CO₂/m²,107,Installed,1,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,Namur,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
28,3,67,13,Urban,1,13,1,13,Yes,No,2,697,8,4,Yes,No,No,No,2,Countryside,Yes,1,Yes,"€140,000",3800,5,91,Not specified,Yes,Semi equipped,14,4,16,10,1,748,,To renovate,,Yes,2,15,Semi equipped,Connected,Not specified,Not specified,Yes,No,,Koning Albertlaan 13,After signing the deed,After signing the deed,No,1,13,Yes,1,A+,To be defined,15,1,13,1,155,107,Installed,1,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,Namur,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
Yes,2,67,2,Urban,1,65,9,13,2,No,2,1899,8,Good,Yes,No,No,No,2,2,Yes,1,Yes,"€185,000",3800,5,91,Not specified,Yes,Semi equipped,Cicindriawijk I,1,Good,Urban,Semi equipped,1,1,3,,Yes,2,15,1981,Connected,Not specified,Not specified,Yes,No,,Koning Albertlaan 13,After signing the deed,After signing the deed,No,1,13,Yes,1,A+,To be defined,15,1,13,5 m,155,107,Installed,1,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,Namur,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
1,2,67,23,Urban,1,15,15,1,2,Yes,2,No,,Good,Yes,No,No,No,2,2,Yes,1,Yes,"€189,000",9040,5,91,Not specified,Yes,Semi equipped,Urban,1,130,Semi equipped,2,11,1,3,Yes,Yes,336,15,1981,1,Not specified,Not specified,Yes,No,,Koning Albertlaan 13,After signing the deed,After signing the deed,No,1,13,Yes,1,A+,To be defined,15,1,13,5 m,155,107,Installed,1,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,Namur,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
1,Urban,67,29,Urban,7,15,10,No,2,No,2,11,4.8 m,1,Urban,125,30,Yes,3,21,11,20,Yes,"€299,000",9040,5,91,Not specified,Yes,Semi equipped,1995,1,49,USA installed,1,No,1,3,No,1,Good,15,As new,No,Not specified,Not specified,Yes,No,,Koning Albertlaan 13,After signing the deed,After signing the deed,No,1,13,Yes,1,A+,To be defined,15,1,13,12,155,107,Installed,1,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,Namur,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
1,Urban,67,1,Urban,7,No,90,No,,Connected,Yes,South East,To renovate,115,26,Semi equipped,13,3,14,14,11,20,Yes,"€261,000",9040,5,91,Not specified,Yes,Semi equipped,1,1,49,No,No,No,No,3,10,Yes,24,Yes,As new,No,Not specified,Not specified,Yes,No,,Koning Albertlaan 13,After signing the deed,After signing the deed,No,1,13,Yes,1,A+,To be defined,15,1,13,12,155,107,Installed,1,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,Namur,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
10,Urban,67,No,Urban,No,Connected,6,No,Bruxelles Est,1,Yes,Good,To renovate,115,26,Semi equipped,13,3,14,14,11,20,Yes,"€285,000",1030,No,1,1,Yes,No,No,No,64,No,No,To be defined,November 1 2022 - 12:00 AM,2,2,Yes,24,Yes,As new,1914,Not specified,Not specified,Yes,No,,Koning Albertlaan 13,After signing the deed,After signing the deed,No,1,13,Yes,1,A+,To be defined,15,1,13,12,155,107,Installed,1,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,Namur,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
24,Urban,67,2,Urban,No,2,No,No,July 20 2021 - 12:00 AM,1962,Yes,3,To renovate,115,26,Semi equipped,13,3,14,14,11,20,Yes,"€285,000",1180,Urban,,73,Yes,Installed,7,16,16,1,Yes,10,Depending on the tenant,3,As new,Yes,24,Yes,2,Bruxelles,Not specified,Not specified,Yes,No,,Koning Albertlaan 13,After signing the deed,After signing the deed,No,1,13,Yes,1,A+,To be defined,15,1,13,12,155,107,Installed,1,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,Namur,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
24,Urban,67,2,Urban,No,2,No,No,July 20 2021 - 12:00 AM,1962,Yes,3,To renovate,115,26,Semi equipped,13,3,14,14,11,20,Yes,"€285,000",1340,12 m,3,73,Yes,Installed,7,16,16,1,Yes,10,Depending on the tenant,3,As new,Yes,24,Yes,2,Bruxelles,"Living area (residential, urban or rural)",71,Yes,23,Hyper equipped,10,After signing the deed,After signing the deed,No,1,13,Yes,1,2,To be defined,15,1,13,12,155,107,Installed,1,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,Namur,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
24,Urban,1,2,Urban,No,2,No,No,July 20 2021 - 12:00 AM,1962,Yes,3,To renovate,115,26,Semi equipped,13,3,14,14,11,20,Yes,"€285,000",1930,18,8,73,Yes,Installed,7,16,16,1,Yes,10,Depending on the tenant,3,As new,Yes,24,Yes,2,Bruxelles,1,1,Yes,Yes,No,3,After signing the deed,After signing the deed,No,1,13,Yes,1,To be defined,To be defined,15,1,13,12,155,107,Installed,1,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,Namur,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
April 1 2022 - 12:00 AM,Urban,1,No,Urban,No,,At delivery,No,December 31 2023 - 12:00 AM,1,Yes,Not specified,To renovate,115,26,Semi equipped,13,3,14,14,11,20,Yes,"€285,000",8370,18,8,73,Not specified,Not specified,Not specified,Not specified,Not specified,1,Yes,10,Depending on the tenant,3,Not specified,Yes,24,Yes,2,Bruxelles,1,1,Yes,Yes,No,3,After signing the deed,After signing the deed,No,1,13,Yes,1,To be defined,To be defined,15,1,13,12,155,107,Installed,1,1,Not installed,2,9 m,16,Yes,Urban,1,Not specified,1,Yes,To be defined,Not specified,Namur,2,Good,No,Yes,No,Not specified,Not specified,294.0,No,No,No
